team_name,player_name,player_batLR,opponents,pitcherLR,pitchername,runners,strikes,pitch_course,pitch_type,pitch_height,hit_type,x_coord,y_coord
近畿大学.csv,三木太介,右,京大以外,左,なし,得点圏,1,外,ストレート,真中,フライ,427,741
近畿大学.csv,三木太介,右,京大以外,左,なし,得点圏,2,真中,スライダー,真中,フライ,667,472
立命館大学.csv,坂下晴翔,左,京大以外,左,なし,なし,1,内,ストレート,真中,ゴロ,455,343
立命館大学.csv,川端一正,左,京大以外,左,なし,なし,0,真中,ストレート,真中,フライ,36,571
立命館大学.csv,川端一正,左,京大以外,左,なし,なし,1,内,ストレート,高め,フライ,112,628
立命館大学.csv,川端一正,左,京大以外,左,なし,なし,2,真中,ストレート,高め,フライ,265,749
立命館大学.csv,川端一正,左,京大以外,左,なし,なし,2,真中,ストレート,高め,フライ,208,743
立命館大学.csv,川端一正,左,京大以外,左,なし,なし,2,外,ストレート,真中,ゴロ,382,475
立命館大学.csv,岩間倫太朗,左,京大以外,左,なし,なし,2,外,スライダー,真中,ゴロ,534,429
近畿大学.csv,八幡大介,左,京大以外,左,なし,なし,0,内,フォーク,真中,ゴロ,515,676
近畿大学.csv,八幡大介,左,京大以外,左,なし,なし,1,真中,ストレート,真中,ゴロ,396,748
近畿大学.csv,田村好誠,右,京大以外,左,なし,なし,1,外,ストレート,真中,ゴロ,396,670
近畿大学.csv,田村好誠,右,京大以外,左,なし,なし,1,外,ストレート,真中,ゴロ,324,387
近畿大学.csv,岸本紘一,右,京大以外,左,なし,なし,1,内,ストレート,低め,ゴロ,68,651
立命館大学.csv,西野啓也,右,京大以外,左,なし,なし,0,外,ストレート,真中,フライ,308,148
立命館大学.csv,神谷倖士朗,右,京大以外,左,なし,なし,1,真中,ストレート,高め,フライ,488,749
立命館大学.csv,神谷倖士朗,右,京大以外,左,なし,なし,2,外,ストレート,真中,フライ,713,238
立命館大学.csv,福井一颯,右,京大以外,左,なし,得点圏,0,外,ストレート,真中,フライ,609,734
立命館大学.csv,野寺快,左,京大以外,左,なし,得点圏,0,内,ストレート,真中,ゴロ,538,748
立命館大学.csv,野寺快,左,京大以外,左,なし,得点圏,1,内,ストレート,真中,ゴロ,383,632
立命館大学.csv,野寺快,左,京大以外,左,なし,得点圏,2,真中,チェンジアップ,真中,ゴロ,680,486
立命館大学.csv,野寺快,左,京大以外,左,なし,得点圏,2,内,ストレート,真中,ゴロ,259,493
立命館大学.csv,坂下晴翔,左,京大以外,左,なし,得点圏,0,真中,ストレート,真中,ゴロ,265,246
立命館大学.csv,川端一正,左,京大以外,左,なし,得点圏,1,真中,ストレート,低め,フライ,276,118
近畿大学.csv,谷本颯太,左,京大以外,左,なし,なし,2,真中,フォーク,低め,ゴロ,306,373
立命館大学.csv,星野大和,右,京大以外,左,なし,なし,0,外,チェンジアップ,真中,ゴロ,117,603
立命館大学.csv,星野大和,右,京大以外,左,なし,なし,1,外,チェンジアップ,真中,ライナー,287,314
立命館大学.csv,西野啓也,右,京大以外,左,なし,1塁,1,真中,ストレート,低め,フライ,730,378
立命館大学.csv,西野啓也,右,京大以外,左,なし,1塁,2,外,ストレート,真中,フライ,739,457
立命館大学.csv,西野啓也,右,京大以外,左,なし,1塁,2,外,チェンジアップ,低め,フライ,414,750
立命館大学.csv,西野啓也,右,京大以外,左,なし,1塁,2,外,チェンジアップ,真中,フライ,736,508
立命館大学.csv,西野啓也,右,京大以外,左,なし,1塁,2,真中,スライダー,低め,フライ,132,234
立命館大学.csv,神谷倖士朗,右,京大以外,左,なし,1塁,2,外,スライダー,真中,ゴロ,216,285
立命館大学.csv,福井一颯,右,京大以外,右,なし,得点圏,1,外,ストレート,真中,ゴロ,355,331
近畿大学.csv,三木太介,右,京大以外,左,なし,なし,0,外,フォーク,低め,ゴロ,300,341
近畿大学.csv,八幡大介,左,京大以外,左,なし,なし,2,真中,スライダー,真中,フライ,276,278
近畿大学.csv,田村好誠,右,京大以外,左,なし,1塁,2,内,フォーク,低め,フライ,578,411
近畿大学.csv,谷本颯太,左,京大以外,左,なし,得点圏,1,真中,ストレート,真中,ゴロ,390,251
立命館大学.csv,野寺快,左,京大以外,右,なし,なし,2,内,ストレート,低め,ライナー,214,274
立命館大学.csv,坂下晴翔,左,京大以外,右,なし,なし,1,内,スライダー,低め,ゴロ,718,527
近畿大学.csv,三木太介,右,京大以外,左,なし,なし,0,外,フォーク,真中,ゴロ,334,324
立命館大学.csv,岩間倫太朗,左,京大以外,右,なし,なし,0,内,カーブ,低め,ゴロ,688,389
立命館大学.csv,岩間倫太朗,左,京大以外,右,なし,なし,1,内,ストレート,真中,ライナー,298,742
立命館大学.csv,岩間倫太朗,左,京大以外,右,なし,なし,2,外,フォーク,低め,ゴロ,369,192
立命館大学.csv,星野大和,右,京大以外,右,なし,1塁,1,真中,ストレート,低め,ライナー,554,292
近畿大学.csv,田村好誠,右,京大以外,左,なし,なし,1,真中,ストレート,真中,フライ,405,746
近畿大学.csv,田村好誠,右,京大以外,左,なし,なし,2,外,フォーク,低め,ゴロ,228,749
近畿大学.csv,田村好誠,右,京大以外,左,なし,なし,2,外,ストレート,高め,フライ,576,336
近畿大学.csv,岸本紘一,右,京大以外,左,なし,なし,1,外,ストレート,真中,ゴロ,215,444
立命館大学.csv,西野啓也,右,京大以外,右,なし,なし,0,外,ストレート,低め,ゴロ,511,378
立命館大学.csv,神谷倖士朗,右,京大以外,右,なし,なし,0,外,ストレート,低め,ライナー,362,277
立命館大学.csv,福井一颯,右,京大以外,右,なし,1塁,0,外,ストレート,真中,ゴロ,208,275
立命館大学.csv,野寺快,左,京大以外,右,なし,得点圏,2,内,ストレート,低め,フライ,122,414
近畿大学.csv,谷本颯太,左,京大以外,左,なし,なし,1,真中,ストレート,真中,ライナー,45,627
近畿大学.csv,谷本颯太,左,京大以外,左,なし,なし,2,外,フォーク,低め,ゴロ,248,396
近畿大学.csv,三木太介,右,京大以外,右,なし,得点圏,1,真中,ストレート,低め,フライ,721,597
